名称,省份,真实城市,市县区,区号,电话,区域,地址,大分类,小分类,经度,纬度
黄道婆墓,上海,上海,上海,021,64963328,上海南站,华泾镇东湾村徐梅路700号,景点,古代遗迹,121.448753,31.124554
旅游集散中心,上海,上海,上海,021,65803210,黄兴公园,隆昌路640号上海杨浦体育活动中心,景点,旅行社,121.540596,31.279476
陆俨少艺术院,上海,上海,上海,021,59529530;59527465,嘉定镇,东大街358号,景点,美术馆,121.253464,31.385963
顾维钧陈列室,上海,上海,上海,021,59927867,嘉定镇,南大街349号法华塔院内,景点,陈列馆,121.250824,31.384089
汇联旅行社,上海,上海,上海,021,59998002;53387468,嘉定镇,新成路699号101室,景点,旅行社,121.265569,31.387894
金嘉旅行社,上海,上海,上海,021,27812666,安亭镇,曹安公路5151号,景点,旅行社,121.183854,31.286064
马陆旅行社,上海,上海,上海,021,59100128,马陆镇,沪宜路2599号,景点,旅行社,121.276773,31.344043
中国旅行社总社（上海）有限公司,上海,上海,上海,021,62478888,静安寺,乌鲁木齐路北路501号甲上海宾馆底楼,景点,旅行社,121.443782,31.218282
罗店龙船文化展示馆,上海,上海,上海,021,66860859,美兰湖,市一路199号,景点,陈列馆,121.347775,31.414794
金梦旅行社,上海,上海,上海,021,55228846,黄兴公园,营口路789弄3号102室,景点,旅行社,121.5309,31.29874
宝览假日旅行社,上海,上海,上海,021,56608666,宝山城区/吴淞,牡丹江路1687号,景点,旅行社,121.483,31.4032
青青旅游世界,上海,上海,上海,021,57690486;57677787,洞泾,洞泾镇辰花路388号,景点,更多景点/周边游,121.255858,31.071504
武宁路夜市,上海,上海,上海,021,,曹杨地区,武宁路,景点,夜市,121.420815,31.238707
可口可乐博物馆,上海,上海,上海,021,,金桥,桂桥路539号,景点,博物馆,121.613747,31.244616
长宁区革命文物陈列馆,上海,上海,上海,021,62511415,中山公园/江苏路,愚园路1376弄34号,景点,陈列馆,121.42305,31.219618
