名称,省份,真实城市,市县区,区号,电话,区域,地址,大分类,小分类,经度,纬度
汤峪天潭温泉酒店,陕西,西安,蓝田县,029,82933111,汤峪镇,汤峪镇温泉大道东,景点,温泉,109.22937,34.017754
陕西春秋旅行社,陕西,西安,西安,029,186****6171,民乐园,尚勤路604号西苑大厦,景点,旅行社,108.973977,34.273797
西安国际旅行社,陕西,西安,西安,029,65656178,郭杜,博士路60号,景点,旅行社,108.869724,34.172364
陕西体育博物馆,陕西,西安,西安,029,88445875,电子城,丈八东路303号,景点,博物馆,108.887642,34.201611
天池寺,陕西,西安,西安,029,,长安区,终南山,景点,宗教,109.029232,34.008638
青龙寺博物馆,陕西,西安,西安,029,89121895,交大东校区/理工大,雁翔路附18号,景点,博物馆,108.989288,34.233356
沙河公园,陕西,西安,周至县,029,87887001,周至县中心城区,中心东街,景点,公园/广场,108.232635,34.159767
西部国际旅行社,陕西,西安,西安,029,85262642;85262624,小雁塔/南稍门,长安路街道长安北路48号5层,景点,旅行社,108.946443,34.236163
中国旅行社,陕西,西安,西安,029,189****6971,小雁塔/南稍门,长安北路中贸广场南区,景点,旅行社,108.945523,34.242689
古观音禅寺,陕西,西安,西安,029,85867417,秦岭沿线,东大镇罗汉洞村,景点,宗教,108.791832,34.025795
西安经文牛文化陶瓷博物馆,陕西,西安,西安,029,137****1267,解放路/火车站,自强东路丹凤门遗址博物馆东侧,景点,博物馆,108.965927,34.281326
中旅国际旅行社,陕西,西安,西安,029,65692278,丈八,丈八一路5号绿地sohoB座316室,景点,旅行社,108.883962,34.19669
皇城美术馆,陕西,西安,西安,029,82680185,民乐园,尚俭路360号,景点,美术馆,108.964838,34.269461
裕朗国际美术馆,陕西,西安,西安,029,,民乐园,中山门街道解放路77号裕朗国际大厦,景点,美术馆,108.964767,34.265255
金色国际旅行社,陕西,西安,西安,029,81544498,小寨,长安中路215号西旅国际11137室,景点,旅行社,108.947268,34.227238
西安国际旅行社,陕西,西安,西安,029,,李家村,友谊东路99号,景点,旅行社,108.962522,34.244212
大兴国禅寺,陕西,西安,西安,029,,郭杜,兴隆街道西沣路兴隆段266号西北方向160米,景点,宗教,108.828514,34.130508
智炬寺,陕西,西安,西安,029,,秦岭沿线,107省道,景点,宗教,108.807468,34.049926
丰德寺,陕西,西安,西安,029,,秦岭沿线,丰德寺,景点,宗教,108.814217,34.032372
沣京生态园,陕西,西安,西安,029,81107801,长安区,鱼斗路,景点,更多景点/周边游,108.740784,34.206864
丰镐遗址,陕西,西安,西安,029,,长安区,108国道东50米,景点,古代遗迹,108.773975,34.241935
神光星河中央公园,陕西,西安,西安,029,,航天城,东长安街与神舟四路交叉口南150米,景点,城市公园,108.97747,34.153332
百塔寺,陕西,西安,西安,029,,长安区,108省道,景点,宗教,108.931602,34.034424
圆净寺,陕西,西安,西安,029,,秦岭沿线,313县道,景点,宗教,108.789761,34.053751
中共原长柞工委革命遗址纪念馆,陕西,西安,西安,029,,长安区,333乡道北50米,景点,纪念馆,109.036512,34.040767
海航乐游,陕西,西安,西安,029,,韦曲西街,北长安街229号路东,景点,旅行社,108.945463,34.16471
灵应寺,陕西,西安,西安,029,182****5235,长安区,东大路东150米,景点,宗教,108.770622,34.019382
樊洲中国画馆,陕西,西安,西安,029,,长安区,翠华山,景点,展览馆,109.013841,33.984471
现代农业科展示中心,陕西,西安,西安,029,84185288;85221178,秦岭沿线,环山旅游路,景点,科技馆,108.875504,34.06382
禅经寺,陕西,西安,西安,029,,长安区,神禾一路,景点,宗教,108.958117,34.115417
张周勤烈士之墓,陕西,西安,西安,029,,长安区,沣京中路10号西安市丰镐遗址保管所附近,景点,烈士陵园,108.717869,34.203089
宝中旅游,陕西,西安,西安,029,85621521,韦曲西街,韦曲街道青年南街234号（近青年南街门市部）,景点,旅行社,108.942456,34.145696
革命烈士张周勤事迹展览室,陕西,西安,西安,029,,长安区,丰镐遗址保管所西南,景点,陈列馆,108.717194,34.202641
秦岭终南山世界地质公园博物馆,陕西,西安,西安,029,85892176,长安区,翠华山景区内,景点,博物馆,109.007863,33.991783
石峡沟,陕西,西安,西安,029,,长安区,210国道东50米,景点,自然风光,108.850853,33.992966
嘉丰生态园,陕西,西安,西安,029,,长安区,太乙宫立交,景点,更多景点/周边游,109.017327,34.043505
十方菩萨庙,陕西,西安,西安,029,,秦岭沿线,107省道南100米,景点,宗教,108.834019,34.050939
长安关帝庙,陕西,西安,西安,029,,郭杜,210国道,景点,宗教,108.850515,34.132129
